NumeroLinha;Linha;Nome
490;608-01;EST.VENDA NOVA/NOVA PAMPULHA VIA EST. VILARINHO
544;630-01;EST.VILAR/S.VERDE- AV.SALAMANCA
583;8103R-02;SAO BENTO/CENTRO
631;9202-05;POMPEIA/JARDIM AMERICA
659;9250;CAETANO FURQUIM/NOVA CINTRA VIA SAVASSI
691;9502-01;SAO GERALDO/SAO FRANCISCO VIA ESPLANADA
751;9031-01;NOSSA SENHORA DE FATIMA/CENTRO
959;9805-01;SANTA EFIGÊNIA / RENASCENÇA
1047;5508-02;AARÃO REIS VIA MINASLANDIA DESVIO FEIRA AV AFONSO 
983;64-07;EST. VENDA NOVA / ASSEMBLEIA - DESVIO FEIRA AUT.
1100;E026-01;SERVIÇO ESPECIAL TRANSIMÃO
1109;E038-01;SERVIÇO ESPECIAL VIAÇÃO AVENIDA
1119;E048-01;SERVIÇO ESPECIAL TCL
1136;E063-01;SERVIÇO ESPECIAL SAGRADA FAMÍLIA
1144;E069-01;SERVIÇO ESPECIAL VIAÇÃO SANTA EDWIGES
1154;E079;SERVIÇO ESPECIAL VIAÇÃO EUCLÁSIO
1161;E085-01;SERVIÇO ESPECIAL VIAÇÃO VIASUL
1169;E100-01;SERVIÇO ESPECIAL VIAÇÃO BOA VISTA
1180;E106-01;SERVIÇO ESPECIAL TRIPUÍ
1200;1001-01;LINHA DE BLOQUEIO ESTAÇÃO DIAMANTE
1219;4001-05;LINHA DE BLOQUEIO ESTAÇÃO BARREIRO
1242;5505A-03;NAZARE
1253;5002;LINHA UCI - ESTAÇÃO CIDADE INDUSTRIAL
1261;5007;LINHA ULG - ESTAÇÃO LAGOINHA
1272;5010-01;LINHA UST - ESTAÇÃO SANTA TERESA
1290;5019;LINHA UVL - ESTAÇÃO VILARINHO
1300;9202-07;POMPEIA/ JARDIM AMERICA
1308;8203-02;RENASCENÇA/BURITIS
1322;S10;BH SHOPPING/SÃO FRANCISCO
1331;S22;BURITIS/METRÔ CALAFATE
1339;S33;LINDÉIA/MILIONÁRIOS
1346;S50;CAIÇARA / NOVA VISTA - VIA UFMG
1354;S52-02;CIRCULAR PAMPULHA - PARTIDAS R. EXP. ANT. ESTEVON
1363;S61;MANTIQUEIRA/ESTAÇÃO VILARINHO
1388;S83-03;DOM JOAQUIM/VISTA DO SOL - TÉRM. VIAGEM VISTA SOL
1410;9032-02;VIA AV. MARZAGANIA
1462;2212C-02;COPACABANA / CENTRO
1624;806;ESTAÇÃO SÃO GABRIEL/VISTA DO SOL - VIA NAZARÉ
1787;61-12;EST. VENDA NOVA / AV PARANÁ
2134;711-03;ESTACAO SAO GABRIEL/SOLIMOES -  PART. SETOR OESTE
2355;806-03;ESTAÇÃO SÃO GABRIEL-PARTIDAS DA RUA SANTA SECONDA
2594;5523A-06;CONJUNTO PAULO VI
3000;5534-03;CONJUNTO ZILAH SPOSITO /  CENTRO
1643;821-01;GOIANIA/METRO JOSE CANDIDO
1918;627-06;EST. VENDA NOVA / MANTIQUEIRA
1954;5502B-04;ATENDIMENTO RUA DAS MANGUEIRAS (TARDE)
2181;2215A-11;CÉU AZUL  A /  PARTIDAS RUA DOS CAETÉS
2234;2214-04;FLORAMAR-AT. AV DR. CRIST. GUIMARÃES RET. EXPRESSO
2454;1404C-02;ESTRELA DO ORIENTE / SÃO SALVADOR
2915;5102-10;UFMG/ SANTO ANTONIO - PART. PÇA DA LIBERDADE
3034;4034-07;VIA CONJ. FILADELFIA- RETORNO EXPRESSO
97;2103-01;PRADO/ANCHIETA
422;5506D;RIBEIRO DE ABREU D
680;9412;CONJ.TAQUARIL/PADRE EUSTAQUIO
1187;E111;SERVIÇO ESPECIAL VIA BH COLETIVOS
189;2224R-01;JARDIM DOS COMERCIARIOS/VIADUTO SAO FRANCISCO
3378;9411-02;CASA BRANCA/SAO JOSE
3380;9412-15;CONJ.TAQUARIL/PADRE EUSTAQUIO
1802;624-05;MARIA HELENA A/ESTACAO VENDA NOVA
1822;4802A-04;PINDORAMA/BOA VISTA VIA RUA ALINE
1842;328-02;PARTIDAS- R. LUCAS C. SANTOS
1862;637; EST.VILARINHO/CANAÃ - VIA SERRA VERDE
1863;637-01; EST.VILARINHO/CANAÃ-  S. VERDE
1864;6024;MARIA HELENA A / VIA AV CRISTIANO MACHADO
1865;6024-01;MARIA HELENA A / VIA AV CRISTIANO MACHADO
1866;6025;MARIA HELENA B / VIA ANTÔNIO CARLOS RET. EXPRESSO
1870;6027-01;MANTIQUEIRA / CENTRO VIA ANT. CARLOS RET. EXPRESSO
1904;634;EST. VILARINHO / NOVA  YORK - VIA  J. COMERCIÁRIOS
1905;634-01;EST.VILAR/N. YORK- J. COMERCIÁRIOS
1906;635;ESTAÇÃO VILARINHO / JARDIM DOS COMERCIÁRIOS C
1908;636;EST.VILARINHO/JARDIM EUROPA VIA CENÁCULO
1909;636-01;EST.VILARINHO/JARDIM EUROPA VIA CENÁCULO
1910;640;ESTAÇÃO VENDA NOVA/JARDIM LEBLON VIA RIO BRANCO 
1911;640-01;EST. V.NOVA/J.LEBLON-RIO BRANCO 
1955;311-03;EST.BARREIRO/ INDEPENDENCIA
1957;311-05;R. F. PITANGUEIRA/EST.DIAMANTE
2035;2215A-09;CÉU AZUL A / PART. RUA DOS NAVEGANTES
2094;S65-02;SÃO BERNARDO/MINASCAIXA - VIA SALAMANCA
2116;107;VILA MARÇOLA / RUA DO OURO
2314;8001A-04;RETORNO AV. N. SENHORA DO CARMO
2334;311-06;ESTAÇÃO BARREIRO/MORADA DA SERRA VIA INDEPENDÊNCIA
2414;811-02;PARTIDAS DA RUA VINTE E QUATRO
2415;5517-08;MINAS CAIXA VIA SERRA VERDE
2416;2210C-04;PIRATININGA VIA RIO BRANCO
2514;1404B-03;ESTRELA DO ORIENTE / JARDIM INCONFIDENCIA
2534;1404C-04;PALMEIRAS / SÃO SALVADOR
2557;206-01;CIRCULAR OESTE
2558;206-02;CIRCULAR OESTE
2559;206-03;CIRCULAR OESTE
2560;206-04;CIRCULAR OESTE
2674;E117;SERVIÇO ESPECIAL TURILESSA
2676;E117-01;SERVIÇO ESPECIAL TURILESSA
2694;318-06;PARTIDAS DA RUA JEREMIAS
2714;5401-03;SAO LUIZ/DOM CABRAL - RETORNO CENTRO
2834;9412-13;NOTURNO
2835;9412-14;NOTURNO E DESVIO FEIRA AV. AFONSO PENA
2854;2208B-09;JARDIM EUROPA / CENTRO
2855;2208B-10;JARDIM EUROPA / PARTIDAS AV SANTOS DUMONT
2856;4110-03;PARTIDAS DA AVENIDA OLEGÁRIO MACIEL 
3114;637-05;ATENDIMENTO CIDADE ADMINISTRATIVA
3174;3052-05;VIA BAIRRO BURITIS
3194;2002;TOTEM ESTAÇÃO VENDA NOVA
3195;2002-01;TOTEM ÁREA PAGA ESTAÇÃO VENDA NOVA
3196;2002-02;TOTEM ÁREA PAGA RESTAURANTE POPULAR
3234;822-03;PARTIDAS R.PROF.WLADIMIR GOMES
3235;5502A-05;JARDIM VITORIA A / PARTIDA AV MAGENTA
3314;9204-03;SANTA EFIGENIA/ESTORIL
3315;9209-02;SAGRADA FAMILIA/GUTIERREZ
3317;1404C-05;PALMEIRAS/SAO SALVADOR
3318;3503A-07;SANTA TEREZINHA/SAO GABRIEL
3319;3503A-08;SANTA TEREZINHA/SAO GABRIEL ATEND NOT B OURO MINAS
3320;3503A-09;SANTA TEREZINHA/SAO GABRIEL ATEND BAIRRO OURO MINA
3322;4801A-03;JARDIM FILADELFIA/BOA VISTA A
3323;4801A-04;JARDIM FILADELFIA/BOA VISTA A ATEND R ARACI E B NO
3335;9404-02;SAO LUCAS/NOVA ESPERANÇA
3354;1505-05;ALTO DOS PINHEIROS/TUPI
3355;1505-06;ALTO DOS PINHEIROS/TUPI ATEND CJ FELICIDADE
3356;1505-07;ALTO DOS PINHEIROS/TUPI ATEND NOTURNO
3358;2101-03;GRAJAU/SION
3359;2103-03;PRADO/ANCHIETA
3360;2104-06;NOVA GAMELEIRA/FACULDADE MILTON CAMPOS
3361;2104-07;NOVA GAMELEIRA/FAC MILTON CAMPOS ATEND IZABELLA HE
3363;4107-04;ALTO CAIÇARA/SERRA
3364;4108-03;PEDRO II / MANGABEIRAS
3366;4111-07;DOM CABRAL/ANCHIETA
3368;4111-09;DOM CABRAL/ANCHIETA
3369;4111-10;ATENDIMENTO CARNAVAL
3370;4113-05;BOM JESUS/BELVEDERE
3371;4113-06;BOM JESUS/BELVEDERE
3372;4201-03;ALTO CAIÇARA/NOVA CINTRA
3374;8203-05;RENASCENÇA/BURITIS
3375;8203-06;RENASCENÇA/BURITIS ATENDIM. AV. DEP CRISTOVAM CHIA
3376;8207-05;MARIA GORETTI/ESTRELA DALVA
3377;8208-04;SANTA CRUZ/UNI-ESTORIL
3379;8350-09;ESTACAO SAO GABRIEL/ESTACAO BARREIRO
3381;8350-10;ESTACAO SAO GABRIEL/ESTACAO BARREIRO PÇA MAGNESITA
3382;9201-05;BALEIA/NOVA GRANADA
3494;4001-07;LINHA DE BLOQUEIO BARREIRO DOMINGO
3496;4001-09;LINHA BLOQUIO BARREIRO DOMINGO
3497;4001-10;LINHA BLOQUIEO BARREIRO DOMINGO
3499;2001-10;LINHA BLOQUEIO VENDA NOVA DOMINGO
1051;2224A-08;JARDIM DOS COMERCIARIOS A
3595;9412-17;ATENDIMENTO NOTURNO
406;5503A-04;VIA VILA S. JORGE E EST. JOSÉ CANDIDO
3834;823;ESTAÇÃO SÃO GABRIEL / BAIRRO VITÓRIA
3835;823-01;EST. SÃO GABRIEL/BAIRRO VITÓRIA
3954;5502A-06;ATEND. NOTURNO POUSADA SANTO ANTONIO/VITÓRIA
3994;341;ESTAÇÃO BARREIRO / ESTAÇÃO DIAMANTE VIA SAÚDE
3995;341-01;EST.BARR./EST.DIAM.-VIA SAÚDE
3996;337;ESTAÇÃO BARREIRO / ITAIPÚ
3997;337-01;EST. BARREIRO / ITAIPU
3999;342-01;EST.BARR./SOLAR VIA EST.DIAMANTE  
4001;342-03;BAIRRO SOLAR/ESTAÇÃO BARREIRO
4002;342-04;ATENDIMENTO AO BAIRRO SOLAR
4014;340;ESTAÇÃO BARREIRO/ VILA MANGUEIRAS/VIA MARILANDIA
4016;340-02;ATENDIMENTO AO SETOR INDUSTRIAL JATOBÁ IV
4018;3029-01;REGINA / CENTRO
4021;3150-01;REGINA-LINDÉIA/ BH SHOPP- ANEL
4022;6350;EST.VILAR./EST.BARREIRO-VIA ANEL
4214;61-14;R. AARÃO REIS / EST. V. NOVA-DIRETA  EST. V. NOVA
4215;61-15;EST V. NOVA / R. MATO GROSSO-DIRETA  AREA CENTRAL
4217;2207-08;AV PARANÁ / SERRA VERDE
4218;2224A-10;AV SANTOS DUMONT / JARDIM DOS COMERCIARIOS A
4220;2256A-06;PÇA PEDRO ALCANTARA MOREIRA / AV SANTOS DUMONT   
4221;2256A-07;AV SANTOS DUMONT/ SÃO JOÃO BATISTA
4222;5534-07;CONJUNTO ZILAH SPOSITO / RUA DOS GUAICURUS
4223;5534-08;RUA DOS GUAICURUS / CONJUNTO ZILAH SPÓSITO
4234;66;EST. VILARINHO/CENTRO/HOSP/VIA C.MACHADO
4236;66-04;RUA PROF. MORAES/CIDADE. ADM. - PICO MANHÃ
4237;66-05;CIDADE ADM. / RUA PROF MORAES - PICO TARDE
4238;3050-18;ESTAÇÃO DIAMANTE /  PRAÇA HUGO WERNECK
4254;5506B-02;RIBEIRO DE ABREU / CENTRO
4314;3054-02;RETORNO EXPRESSO
116;2208B;JARDIM EUROPA
179;2216;SANTA BRANCA
205;30;ESTACAO DIAMANTE/CENTRO
229;303-01;EST.DIAM./STA CECILIA-CASTANHEIRAS
290;3301B-01;CASTELO/CENTRO VIA CARLOS LUZ
317;402-04;VIA R. SILEX - TARDE
346;4108-02;PEDRO II / MANGABEIRAS
444;5517B-01;MINAS CAIXA VIA SERRA VERDE B
538;629;JARDIM DOS COMERCIARIOS/ESTACAO VENDA NOVA
567;803;MARIA GORETTI/BELMONTE VIA EST.MINAS SHOPPING
634;9203-02;ESPLANADA / ESTORIL
662;9401-01;SANTA EFIGENIA/SANTA MARIA
749;8405-01;PALMARES/BELA VISTA
906;3054;MILIONARIOS/CENTRO
1009;9412-06;CONJ.TAQUARIL/PADRE EUSTAQUIO
23;1122B-01;CARDOSO B
298;3302D;BRAUNAS/CENTRO
355;4205-01;ERMELINDA/SALGADO FILHO VIA PRADO
696;9503-02;TAQUARIL/JARAGUA
788;1144C-03;BAIRRO MINEIRAO
1082;E060-01;SERVIÇO ESPECIAL NOVA SUIÇA
1110;E043;SERVIÇO ESPECIAL VIAÇÃO CARNEIRINHOS
1186;E109-01;SERVIÇO ESPECIAL VIAÇÃO JARDINS
1296;5015-02;LINHA USG -EST. SÃO GABRIEL LINHA BLOQUEIO OESTE
1332;S22-01;BURITIS/METRÔ CALAFATE
1382;S82;CIRCULAR NORDESTE
2140;809-02; ESTAÇÃO SÃO GABRIEL/BELMONTE /-PART. SETOR OESTE
2654;1404A-07;PALMEIRAS/ALIPO DE MELO - ATEND. DOMINGOS/FERIADOS
305;3502-01;OURO PRETO/SAO GABRIEL
513;623-01;EST.VENDA NOVA/VILA STA BRANCA
809;707;ESTACAO SAO GABRIEL/JARDIM GUANABARA
4019;3150;REGINA-LINDÉIA/ BH SHOPP- ANEL
34;1146A;CONJUNTO ANTONIO TEIXEIRA DIAS
96;2103;PRADO/ANCHIETA
153;2214Z;FLORAMAR/ZOOLOGICO
213;30-09;ESTACAO DIAMANTE/CENTRO
278;318-04;ARAGUAIA/MILIONARIOS
342;4107R;SERRA/CENTRO VIA HOSPITAL EVANGELICO
351;4150-02;SHOPPING DEL REY/BH SHOPPING
409;5503B-02;GOIANIA B/CENTRO/HOSPITAIS
467;5523B-01;PAULO VI
512;623;VILA SANTA BRANCA/ESTACAO VENDA NOVA
574;8101-01;SANTA CRUZ/ALTO SANTA LUCIA
591;8203;RENASCENCA/BURITIS VIA NOVA SUISSA
633;9203-01;ESPLANADA / ESTORIL
701;9801-02;SAUDADE/SANTA CRUZ
752;9402;SANTA INES/SANTO ANDRE
880;5102-08;UFMG/ SANTO ANTONIO
956;9805;SANTA EFIGÊNIA / RENASCENÇA
1027;2234B-04;JAQUELINE B / PARTIDAS DA AV SANTOS DUMONT
92;2102;GAMELEIRA / SERRA
237;3050;ESTACAO DIAMANTE/HOSPITAIS VIA BH SHOPPING
536;628;NOVA YORK/ESTACAO VENDA NOVA
709;SC01A;CONTORNO A
972;327-03;NOTURNO
1106;E037-01;SERVIÇO ESPECIAL VIAÇÃO ANCHIETA
1175;E104;SERVIÇO ESPECIAL AUTOTRANS
1274;5011-01;LINHA UHF - ESTAÇÃO HORTO FLORESTAL
1338;S80-02;JARDIM VITÓRIA/CIDADE INDUSTRIAL - NOTURNO
1391;S85-01;MINAS SHOPPING/SANTA INÊS
2135;715-02;ESTAÇÃO SAO GABRIEL/MONTE AZUL - PART. SETOR OESTE
2118;107-01;VILA MARÇOLA / RUA DO OURO
3574;2103-04;PRADO/ANCHIETA DESVIO FEIRA AV. AFONSO PENA
2914;5102-09;UFMG/ SANTO ANTONIO - NÃO ATEND. CTO PEDAGÓGICO
1022;330-03;VIA BAIRRO MINEIRAO
559;702-03;ESTAÇÃO SÃO GABRIEL/XODO-MARIZE
803;705-01;EST. SAO GABRIEL/SAO TOMAZ
861;8205-04;DESVIO FEIRA DA SILVA LOBO VIA ALTO BARROCA
1956;311-04;R. F. PITANGUEIRA/EST.BARREIRO
3365;4110-05;DOM CABRAL/FAC. MILTON CAMPOS VIA BELVEDERE
4015;340-01;ESTAÇÃO BARREIRO/ VILA MANGUEIRAS/VIA MARILANDIA
4494;305-06;PARTIDAS- RUA GERALDO R. FILHO
4594;806-05;PARTIDA DA RUA SANTA SECONDA (RETORNO NA ESTAÇÃO)
4614;3501A-12;VIA FERNAO DIAS
4657;5523A-07;VISTA DO SOL - NAZARÉ / CENTRO
4658;63-03;ESTACAO VENDA NOVA/RUA PEÇANHA
4659;63-04;RUA PEÇANHA / ESTACAO VENDA NOVA
4660;67;EST.VILAR./STO AGOST./AV.CARLOS LUZ
4661;67-01;EST.VILAR./STO AGOST./AV.CARLOS LUZ
4663;67-03;CIDADE ADM. / AV. OLEGÁRIO MACIEL - PICO TARDE
4816;SE01;CIDADE ADMINISTRATIVA / SAVASSI
4817;SE01-01;CIDADE ADMINISTRATIVA / SAVASSI
4856;4113-07;(BELVEDERE/CENTRO)
4877;S22-02;PARTIDAS DA AV. SRA DO PORTO E ESTAÇÃO CALAFATE
4916;9033;CENTRO / ESTADIOS
4917;9033-01;CENTRO / ESTADIO INDEPENDENCIA
4956;832-05;VIA CSESC - TARDE
4957;5502B-07;ATENDIMENTO AO CSESC (PT)
4958;318-08;ATENDIMENTO AO LIBERDADE
5036;S22-03;ESTAÇÃO CALAFATE / AV. DOM JOÃO VI
5256;341-02;PARTIDAS DA EST.DIAMANTE
5277;9032-03;VIA RUA DINIZ DIAS
5278;8203-09;ATENDIMENTO AO BURITIS II
5279;704;ESTAÇÃO SÃO GABRIEL / GUARANI
5281;82;EST.S.GABRIEL/SAVASSI-VIA HOSPITAIS
5282;82-01;EST.S.GABRIEL/SAVASSI-VIA HOSPITAIS
5283;83D;EST.SÃO GABRIEL/CENTRO-DIRETA 
5284;83D-01;EST.SÃO GABRIEL/CENTRO-DIRETA
5286;8151-01;EST. SÃO GABRIEL/BH SHOPPING VIA ANEL RODOVIÁRIO
5288;8251;ESTAÇÃO SÃO GABRIEL/VISTA ALEGRE VIA JACUÍ
5329;CM03;ESTAÇÃO DE TRANSF. OURO MINAS
5330;CM03-01;ESTAÇÃO DE TRANSF. OURO MINAS
5331;CM05;ESTAÇÃO DE TRANSF. IPIRANGA
5332;CM05-01;ESTAÇÃO DE TRANSF. IPIRANGA
5333;CM06;ESTAÇÃO DE TRANSF. CIDADE NOVA
5334;CM06-01;ESTAÇÃO DE TRANSF. CIDADE NOVA
5335;CM07;ESTAÇÃO DE TRANSF. FEIRA DOS PRODUTORES
5336;CM07-01;ESTAÇÃO DE TRANSF. FEIRA DOS PRODUTORES
5337;CM08;ESTAÇÃO DE TRANSF. SÃO JUDAS TADEU
5338;CM08-01;ESTAÇÃO DE TRANSF. SÃO JUDAS TADEU
5339;CM09;ESTAÇÃO DE TRANSF. SAGRADA FAMÍLIA
5340;CM09-01;ESTAÇÃO DE TRANSF. SAGRADA FAMÍLIA
5342;CM10-01;ESTAÇÃO DE TRANSF. SILVIANO BRANDÃO
5476;815;ESTAÇÃO SÃO GABRIEL/CONJUNTO PAULO VI
5477;815-01;EST. SÃO GABRIEL/CONJ. PAULO VI
5478;815-02;VIA RUA SÃO JACINTO
5479;9850;ESTAÇÃO JOSÉ CÂNDIDO/ESTAÇÃO SÃO GABRIEL
5480;9850-01;EST.JOSÉ CÂNDIDO/EST.SÃO GABRIEL
5514;6000;ACESSO ESTAÇÃO PAMPULHA
5515;6000-01;ACESSO ESTAÇÃO PAMPULHA
5516;6001;LINHAS BLOQUEIO ESTAÇÃO PAMPULHA
5518;AC12;ESTAÇÃO TRANSF. SANTA ROSA
5519;AC12-01;ESTAÇÃO TRANSF. SANTA ROSA
5520;AC13;ESTAÇÃO TRANSF. MINEIRÃO
5522;AC14;ESTAÇÃO TRANSF. UFMG
5523;AC14-01;ESTAÇÃO TRANSF. UFMG
5525;AC15;ESTAÇÃO TRANSF. LIBERDADE
5526;AC15-01;ESTAÇÃO TRANSF. LIBERDADE
5527;AC16;ESTAÇÃO TRANSF. COLÉGIO MILITAR
5528;AC16-01;ESTAÇÃO TRANSF. COLÉGIO MILITAR
5529;AC17;ESTAÇÃO TRANSF. SÃO FRANCISCO
5530;AC17-01;ESTAÇÃO TRANSF. SÃO FRANCISCO
5537;813;ESTAÇÃO SÃO GABRIEL/PAULO VI- VIA RIBEIRO DE ABREU
5538;813-01;EST.S.GABRIEL/PAULO VI-R.DE ABREU
5539;813-02;NOTURNO
5540;814;ESTAÇÃO SÃO GABRIEL / JARDIM VITÓRIA
5542;814-02;VIA POUSADA STO ANTÔNIO
5543;814-03;NOTURNO
5544;8151-02;PARTIDAS ESTAÇÃO SÃO GABRIEL
5545;8151-03;BH SHOPPING / ESTAÇÃO SÃO GABRIEL
5546;85;EST.S.GABRIEL/CENTRO-VIA FLORESTA
5547;85-01;EST.S.GABRIEL/CENTRO-VIA FLORESTA
5548;832-06;NOTURNO
5549;707-03;VIA VILA CLORIS E BAIRRO XODÓ
5587;614-05;DESVIO FESTA DE SÃO LÁZARO
5600;618-03;PARTIDAS DO JARDIM LEBLON
5617;5250;EST. PAMPULHA / BETANIA
5620;5250-01;EST. PAMPULHA / BETANIA
5626;5250-03;VIA AREA CENTRAL
5637;ST01-01;CIRCUITO TURÍSTICO CENTRO-SUL
5699;5106;BANDEIRANTES/BH SHOPPING
5700;5106-01;BANDEIRANTES/BH SHOPPING
5701;5106-02;NOTURNO
5702;5106-03;DESVIO FEIRA AV. AFONSO PENA
5703;5106-04;NÃO ATEND. CLUBE BH 
5704;5106-05;NÃO ATEND.CLUBE BH/DESVIO FEIRA
5705;406;ESTAÇÃO PTO SÃO JOSÉ/PINDORAMA - VIA GLÓRIA
5706;406-01;EST.S.JOSÉ/PINDORAMA-GLÓRIA
5707;511;ESTAÇÃO PONTO SÃO JOSÉ / JARDIM ALVORADA
5708;511-01;EST.SÃO JOSÉ/J.ALVORADA
5709;712;SÃO BERNARDO / ESTAÇÃO PAMPULHA 
5710;712-01;SÃO BERNARDO / ESTAÇÃO PAMPULHA 
5711;712-02;NOTURNO
5712;3030;PILAR - OLHOS D ÁGUA / CENTRO
5713;3030-01;PILAR - OLHOS D AGUA / CENTRO
5715;4037;GLÓRIA / CENTRO VIA PADRE EUSTÁQUIO
5716;4037-01;GLÓRIA / CENTRO VIA PADRE EUSTÁQUIO
5736;63-05;CENTRO VIA EST. VILARINHO
5737;63-06;NOTURNO
5897;9032-04;VIA AV. MARZAGANIA - DESVIO FEIRA AF. PENA
5900;9032-06;VIA RUA DINIZ DIAS-DESVIO FEIRA
5903;9032-05;DESVIO FEIRA AFONSO PENA
5976;51-03;DIRETA - ESTAÇÃO/HOSPITAIS
5977;617-03;PIRATININGA/ESTAÇÃO PAMPULHA
5978;615-02;CÉU AZUL/ESTAÇÃO PAMPULHA
5979;4108-04;VIA RUA VILA RICA
6037;642-01;EST.VENDA NOVA/EST.VILARINHO/CID.ADMINISTRATIVA 
6118;512;CIRCUITO PAMPULHA
6120;512-01;CIRCUITO PAMPULHA
6144;62-14;EST. V. NOVA/SAVASSI - DIRETA
6145;66-07;EST. VILAR./CENTRO - DIRETA
6178;S20-03;PALMEIRAS ATÉ A RUA CARAÇA
6204;4107-07;ATENDIMENTO CARNAVAL
6206;4106-03;ATENDIMENTO CARNAVAL
6208;4103-07;ATENDIMENTO CARNAVAL
6211;4102-05;APARECIDA/CENTRO CARNAVAL
6215;4108-05;ATENDIMENTO CARNAVAL
6216;4110-06;ATENDIMENTO CARNAVAL
6219;4113-08;ATENDIMENTO CARNAVAL
6220;4114-03;ATENDIMENTO CARNAVAL
6221;4201-04;ATENDIMENTO CARNAVAL
6222;4205-03;ATENDIMENTO CARNAVAL
6223;4501-05;ATENDIMENTO CARNAVAL
6225;4501-06;CALIFÓRNIA II/ CENTRO CARNAVAL
6227;5101-03;ATENDIMENTO CARNAVAL
6230;8102-05;PÇA M. CHIQUILOFF- CARNAVAL
6231;8103-05;ATENDIMENTO CARNAVAL
6232;8103-06;PRAÇA DO SOL: CARNAVAL
6233;8103-07;NOTURNO: CARNAVAL
6234;8106-04;ATENDIMENTO CARNAVAL
6235;8107-03;ATENDIMENTO CARNAVAL
6265;30-17;ATENDIMENTO CARNAVAL
6266;33-07;ATENDIMENTO CARNAVAL
6269;2033-02;ATENDIMENTO CARNAVAL
6272;2151-02;ATENDIMENTO CARNAVAL
6273;3050-19;ATENDIMENTO CARNAVAL
6274;3051-04;ATENDIMENTO CARNAVAL
6275;3052-06;ATENDIMENTO CARNAVAL
6277;3055-06;ATENDIMENTO CARNAVAL
6278;4032-04;ATENDIMENTO CARNAVAL
6279;4033-04;ATENDIMENTO CARNAVAL
6280;4034-11;N.D.BOSCO CONJ FILAD CARNAVAL
6281;4037-02;ATENDIMENTO CARNAVAL
6282;8205-10;S.PAULO E A. BARROCA CARNAVAL
6283;8401-05;ATENDIMENTO CARNAVAL
6285;9030-05;ATENDIMENTO CARNAVAL
6286;9031-04;ATENDIMENTO CARNAVAL
6287;9032-07;ATENDIMENTO CARNAVAL
6288;9101-04;ALTO SANTA LUCIA CARNAVAL
6289;9103-04;ATENDIMENTO CARNAVAL
6290;9104-05;ATENDIMENTO CARNAVAL
6291;9105-06;ATENDIMENTO CARNAVAL
6292;9106-04;ATENDIMENTO CARNAVAL
6294;9201-08;ATENDIMENTO CARNAVAL
6295;9202-10;ATENDIMENTO CARNAVAL
6296;9204-07;STA EFIGENIA/CENTRO CARNAVAL
6301;9205-05;ATENDIMENTO CARNAVAL
6303;9205-06;PATROCINIO CARNAVAL
6304;9206-06;ATENDIMENTO CARNAVAL
6305;9208-07;ATENDIMENTO CARNAVAL
6306;9208-08;DESVIO R ERCILA CARNAVAL
6307;9208-09;VIA PADRE FEIJÓ CARNAVAL
6309;9210-03;ATENDIMENTO CARNAVAL
6310;9211-03;ATENDIMENTO CARNAVAL
6311;9214-04;HAVAI/CENTRO CARNAVAL
6313;9402-03;ATENDIMENTO CARNAVAL
6314;9403-07;ATENDIMENTO CARNAVAL
6315;9404-03;ATENDIMENTO CARNAVAL
6316;9405-05;DESVIO R.F.BICALHO- CARNAVAL
6421;51-04;ATENDIMENTO CARNAVAL
6422;62-15;ATENDIMENTO CARNAVAL
6423;62-16;PARQUE DAS MANGABEIRAS-CARNAVAL
6424;63-07;CENTRO-ATENDIMENTO CARNAVAL
6425;66-08;ATENDIMENTO CARNAVAL
6426;67-04;ATENDIMENTO CARNAVAL
6427;85-02;ATENDIMENTO CARNAVAL
6428;105-02;ATENDIMENTO CARNAVAL
6430;901-05;ATENDIMENTO CARNAVAL
6431;5106-07;ATENDIMENTO CARNAVAL
6432;5201-11;ATENDIMENTO CARNAVAL
6433;5401-07;ATENDIMENTO CARNAVAL
6434;8101-04;ATENDIMENTO CARNAVAL
6439;9104-06;PF GUAICUI- CARNAVAL
6440;9405-06;ATENDIMENTO CARNAVAL
6467;1505-09;NOTURNO CARNAVAL
6468;1505-10;CONJ. FELICIDADE - CARNAVAL
6538;51-05;DIRETA - HOSPITAIS/ESTAÇÃO
6618;535-02;ATENDIMENTO ASPAC
6680;64-13;ATENDIMENTO CARNAVAL
6681;5250-06;VIA ÁREA CENTRAL _CARNAVAL
6683;3053-03;ATENDIMENTO CARNAVAL
6684;3053-04;ATENDIMENTO A VIA EXPRESSA _CARNAVAL
6698;340-03;ATENDIMENTO AO C.S. MANGUEIRAS
6739;9415;NOSSA SENHORA DE FÁTIMA/BONFIM
6740;9415-01;NOSSA SENHORA DE FÁTIMA/BONFIM
6759;740;TUPI/MIRANTE
6760;740-01;TUPI/MIRANTE
6761;826;MONTES CLAROS/RUA SÃO RÔMULO
6762;826-01;MONTES CLAROS/RUA SÃO RÔMULO
6778;83P-03;RETORNO NA ESTAÇÃO CARIJOS
6798;503-02;PARTIDAS DA EST.SÃO GABRIEL
6799;504-02;PARTIDAS DA EST. SÃO GABRIEL
6800;510-02;PARTIDAS DA ESTAÇÃO PAMPULHA
6801;510-03;XANGRILA/ESTAÇÃO PAMPULHA
6802;510-04;ESTAÇÃO PAMPULHA/XANGRILA
6805;614-06;CÉU AZUL/ESTAÇÃO PAMPULHA
6806;614-07;NOTURNO
